product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
"Naturo Sciences Pure Garcinia Cambogia Extract with HCA â€“ 100% All Natural Dietary Supplement â€“ Live a Healthy Life â€“ 90 count, 1000mg Per Serving, 45 Servings",Health & Personal Care,3,0,0,N,Y,"Well, it's too early to determineactual results however, ...","Well, it's too early to determineactual results however, I've noticed lack of appetite, contributing to weight loss.My hope is that this supplement will work to stimulate my metabolism",8/22/2015,,,,,,,,,,,,,
L-Arginine Plus - Heart Health Supplement,Health & Personal Care,3,1,1,N,Y,Three Stars,Its an okay product. Works well when not interacting with another product.,5/21/2015,,,,,,,,,,,,,
"Drive Medical Gravity 7 Long Term Care Pressure Redistribution Mattress, No Cut Out, 80""",Health & Personal Care,5,2,2,N,Y,best hospital bed mattress we have found,"My mom's hospital mattress was too soft and bless her heart, this one is firm and it works for her.",2/14/2015,,,,,,,,,,,,,
Doctor Danielle Turmeric Curcumin with Bioperine (120 Capsules),Health & Personal Care,1,88,125,N,N,This is NOT Curcumin,"This not curcumin, it is turmeric, the same spice you can buy 10lbs of in the supermarket for what they are charging for 120 capsules. Shame on you \\""Doctor Danielle\\""<br /><br />Buy a pound of organic turmeric here [[ASIN:B007YFKO1E Organic Turmeric Root Powder]] for the same price as these \\""Dr Danielle\\"" frauds are selling one TENTH of a pound of turmeric.",5/25/2014,,,,,,,,,,,,,
MagniPros Ultra Slim & Lightweight Book Light Led Page Magnifier-Large Viewing Area Magnifies up to 300%,Health & Personal Care,5,1,1,N,N,Good Quality Magnifier,This is a good quality Magnifier which can enlarge size up to 3x. The 3 super bright LED lights will illuminate the entire page and user can be read book or map at night without disturbing others anymore! This quality magnifier also able to relieve eye strain & fatigue. Thanks for the manufacturer!,6/17/2015,,,,,,,,,,,,,
Amber Glass Boston Round 2 Oz with Glass Dropper,Health & Personal Care,5,0,0,N,Y,Great little bottle,I ordered this to mix my Vitamin C face serum in. It's the perfect size for a month's worth of serum and the dropper makes it easy to apply the serum to my face in the morning.,3/8/2012,,,,,,,,,,,,,
"Duro-Med Polyfoam Wheelchair Cushion, Poly/Cotton Cover, Navy",Health & Personal Care,1,0,1,N,Y,Disapponting,"Not enough cushion, possibly too soft, and felt like it was always slipping when you sit in it.",7/3/2015,,,,,,,,,,,,,
"Drive Medical Quad Support Cane Tip, Black",Health & Personal Care,4,0,0,N,Y,better,worked well on a cane that could not stand. better support,10/3/2014,,,,,,,,,,,,,
Pumpkinwood Beer Soap - Made with Sam Adams Harvest Pumpkin Ale,Health & Personal Care,4,0,0,N,Y,Smell Amazing,This soap will be a stocking gift to my husband so I haven't tried it yet. Although the scent is amazing. I'm sure he will love it!,12/11/2011,,,,,,,,,,,,,
Ezy Crush Pill Crusher with Ergo Grip - Colors may vary,Health & Personal Care,5,1,1,N,Y,This crusher work grate compared to the,This crusher work grate compared to the rest,1/21/2015,,,,,,,,,,,,,
Procter & Gamble 04815 Swiffer Sweep + Vac,Health & Personal Care,5,1,1,N,N,Best product ever!,"I absolutely love the swiffer vacuum. I bought it a few years ago when my neighbor told me that she can't live without it and she took it ever overseas when she goes to visit! and she took it as a gift too. So, since I just love vacuum and cleaning products and gadgets, I had to have it. I purchased one the same day and I came home and charged and couldn't wait to use it. What I love about it is that I can wet the towels and use it as a mop while I vacuum. I even use sometimes different materials as mopping cloths. I use it every single day on my wood laminate floors. And I have had it for years and still works perfectly.",11/12/2010,,,,,,,,,,,,,
Rootology Breathe Free 120 Capsules (Nasal & Sinus Health),Health & Personal Care,2,0,0,N,Y,Two Stars,Did not work for me,12/2/2014,,,,,,,,,,,,,
Vega Protein Smoothie,Health & Personal Care,4,0,0,N,Y,Tasty,"I mix it with a banana, PB2, soymilk, and 6 ice cubes for a morning shake. It's very good and satisfying.",6/6/2014,,,,,,,,,,,,,
"Ubervita W700 Thermogenic Hyper Metabolizer Capsules, 60 Count",Health & Personal Care,5,0,0,N,Y,Four Stars,I am very happy with this item and it gives me lots of energy during the day.,8/28/2014,,,,,,,,,,,,,
Priva Ultra Absorbent 300 Washes Waterproof Sheet Protector,Health & Personal Care,4,0,0,N,Y,Privia Ultra Plus absorbent Sheet......,"Purchased two of these Privia Ultra Plus<br />Absorbent sheet...........One for my 4 year old grandson, in case of a bedtime accident and one for the adult in this household who has a problem with IBS.<br /> Keeps sheets dry all night with four layers of protection<br />Four layer protection: soft quilted cotton/polyester surface, soft polyester fiberfill layer, super absorbent high density inner layer, and a vinyl waterproof non slip barrier<br />Generously oversized at 52&#34; long to provide maximum protection; Absorbs quickly and locks in moisture for the best in skin care up to 5 cups<br />Goes over the bottom sheet to protect mattress and sheets from moisture and staining<br />Up to 300 Washes- Washer and Dryer friendly, bleachable. Very pleased......highly recommend this.",8/30/2015,,,,,,,,,,,,,
Comfort Vantin Deluxe Massage Recliner and Ottoman with 8 Motors and Heat,Health & Personal Care,1,5,6,N,Y,Not a quality product,"The seat that attaches at the arms broke the 3rd time it was sat in! The bubble wrap was still in place on the wood. I bought this as a 1st year anniversary present for my husband, I hope this was not a sign of what the second year will bring!",11/29/2012,,,,,,,,,,,,,
Trinity Vibes Mybody Wand Massager With Attachment,Health & Personal Care,5,3,3,N,Y,WOW!,"I bought this on a fling. I was not very up for the idea but<br />Really, All I can say to describe this product is ABSOLUTELY AMAZING!!!!<br />I thoroughly enjoy this product.",12/26/2011,,,,,,,,,,,,,
"Bracket Orthomax Roth and MBT 0.22 Hooks 3,4,5",Health & Personal Care,5,0,0,N,Y,great!,"it's as described, i recommend this. i really like it, the seller is reliable 100%, also it is a high quality product.",5/5/2014,,,,,,,,,,,,,
"Briggs Baby Nasal Aspirator, Bulb Syringe, Ear Wax Syringe, 2 Ounce",Health & Personal Care,5,1,1,N,Y,Five Stars,definitely what we were looking for!,9/6/2014,,,,,,,,,,,,,
"Spa Sonic Skin Care System Face and Body Polisher Professional Kit, Lavender",Health & Personal Care,4,1,2,N,Y,Great!,Gift for my 12 yr old daughter. She is really enjoying it.,11/18/2014,,,,,,,,,,,,,
"Lansinoh mOmma Nipples, 2 Count",Health & Personal Care,1,1,10,N,Y,Open box,"I had to return them because they arrived and the box was completely open, so I didn't know if they had been used or what?",11/10/2012,,,,,,,,,,,,,
Hefty BlackOut Tall Kitchen Drawstring Trash Bags,Health & Personal Care,5,0,0,N,Y,Exactly what I wanted,"Great bags, great price.",4/25/2015,,,,,,,,,,,,,
"Mead Five Star Student Expanding File-Blue, 2 pk",Health & Personal Care,5,0,0,N,Y,It's an office folder.... not too ...,"It's an office folder....not too much to get excited about. EXCEPT I couldn't find any around here with only 7 pockets. They all had 13 pockets, extra &#34;storage&#34;, etc. I use them for recipe....yellow for cheese/eggs/appetizers, red for all meat, green for vegetables/ vegetarian meals and pink for desserts. Now bright blue will be more sweets and black might be.....chocolate!",3/31/2015,,,,,,,,,,,,,
"vH Essentials 15 Prebiotic Vaginal Suppositories, pH Balanced for Feminine Health",Health & Personal Care,1,13,17,N,Y,Bluntly misleading!,"I was shocked to read the ingredients. The product is labeled as \\""homeopathic\\"" with \\""probiotics\\"" but is full of harmful chemicals! Bluntly misleading!",12/12/2014,,,,,,,,,,,,,
Safety Grip Handle - Set Of 2 by EasyComforts,Health & Personal Care,4,0,0,N,Y,Works as described. Handles are nice. I'd use better quality screws if you are screwing into hard wood.,Works as described. Handles are nice. I'd use better quality screws if you are screwing into hard wood.,10/29/2014,,,,,,,,,,,,,
"Ponds, Clean Sweep, Cleansing & Make-Up Removing Towelettes, 30 ct Container (Pack of 4)",Health & Personal Care,5,1,1,N,Y,Save gas and $$,I've shopped around a lot... this is the best price for a good product. Worth buying them through Amazon!,7/15/2008,,,,,,,,,,,,,
Nature's Bounty Vitamin D3 1000 Iu Softgels,Health & Personal Care,5,0,0,N,N,Five Stars,ALL EXCELENT,8/3/2014,,,,,,,,,,,,,
"Optimum Nutrition Opti-Men Daily Multivitamin Supplement, 180 Count",Health & Personal Care,3,0,0,N,Y,I think it works,I have been taking these for a little over a month.<br /><br />It says take 3 times a day. I am use to taking multi - vitamin that is only one a day so I normally take these once maybe twice a day morning and around lunch.<br /><br />I do feel a little bit of energy but not sure if its placebo. I tried taking 3 times a day but that is just too much maybe im just lazy but I think its crazy. sorry I can be more helpful but I just don't see a big difference.<br /><br />What i do have is a cool toxic yellow urine!,5/29/2013,,,,,,,,,,,,,
Derby Extra Stainless Steel Double Edge Razor Blades,Health & Personal Care,5,1,1,N,Y,I love the DERBY's,"In spite of the controversy on the shave boards you either love these cheap efficient cutting blades or you hate em and want to use your PERSONNA HOSPITAL grade blades at 6x the price.<br />I use em and get 3 to 5 shaves from a blade. I have medium hair growth and let my beard grow for a few days between shaves so the blade gets quite a cutting workout.<br />ATG, WTG, XTG...is my method.<br />Prep is VERY important!!!<br />Wash your face with soap. Use a good lathering tallow soap or cream...let the lather sit on your wet, clean beard for a couple o minutes and shave away.<br />Tom",4/14/2012,,,,,,,,,,,,,
"Parker Safety Razor Handmade Deluxe ""Long Loft"" 100% Pure Badger Shaving Brush with Black & Chrome Handle - Brush Stand Included",Health & Personal Care,5,0,0,N,Y,Five Stars,Use it every day and still going strong.,8/7/2014,,,,,,,,,,,,,
Priva Ultra Absorbent 300 Washes Waterproof Sheet Protector,Health & Personal Care,5,0,0,N,Y,keeps mattress clean and dry,I lent one of these to a friend who's spouse was dying and on Hospice. it did exactly what was needed to keep mattress from being soiled. I prefer it over the disposable products as I consider this more environmentally friendly.,7/14/2013,,,,,,,,,,,,,
Ozeri ZB20 WeightMaster II 440 lbs Digital Bath Scale with BMI and Weight Change Detection,Health & Personal Care,5,0,0,N,Y,Great scale so far!,"I haven't had it long, but the scale works great. The scale knows who is on based on weight, which makes it easier. The color indicators are a nice touch. It already comes with batteries, and it's very sleek and lightweight.",3/16/2015,,,,,,,,,,,,,
Flo Nozoil Nasal Spray 15Ml,Health & Personal Care,5,6,6,N,Y,Quite Good,"As I've written in other reviews, I have a very dry nose with crusting/bleeding that never really goes away. I've tried using a neti-pot, humidifier, and saline sprays, but none of them really seemed to help. I've tried Ponaris, which is pretty good, but I stopped using it because it's uncomfortable to use every day and has a strong aroma.<br /><br />Nozoil works nicely because it's aroma-free, and feels quite mild in the sinuses. I use it in conjunction with Rhinaris Lubricating Mist, and it has REALLY helped. Would absolutely recommend to anyone with a dry nose.",7/13/2013,,,,,,,,,,,,,
"Bausch and Lomb Ocuvite With Lutein, 2 - 120-Count Bottles",Health & Personal Care,5,0,0,N,Y,excellent price,"it shipped really quickly, this is the second time I make a bulk purchase of this product.<br />i tried to tell my uncle that the dosage of lutein is small and preservision has more, but was not succeesful",10/26/2013,,,,,,,,,,,,,
"Sunbeam Renue Tension Relief Heat Therapy Pad, Moist/Dry Heat, Digital Controller, 4 Heat-Settings, 2-Hour Auto-Off, Machine Washable, 14'' x 22''",Health & Personal Care,5,1,1,N,Y,Perfect for neck and shoulder pain,"Can't live without it! Perfect for neck and shoulder pain. Also, helps with migraines.",1/22/2015,,,,,,,,,,,,,
"HealthSmart Walker Glides, Walker Glide Caps, Walker Slides, Green, 2 Count",Health & Personal Care,5,1,1,N,Y,THE BEST,I've purchased these glides previously and will continue to do so. They glide smoothly on all surfaces and last for quite a long time.,7/17/2015,,,,,,,,,,,,,
Rayovac Alkaline Batteries with Reclosable Lid,Health & Personal Care,5,0,0,N,Y,yes the batteries work,"good deal, they are 9 volt batteries, and they came in a glorious storage bin that you can keep as a collectors item or recycle it.",1/16/2014,,,,,,,,,,,,,
StressCare 120's Himalaya,Health & Personal Care,1,1,2,N,Y,One Star,All the bottles are expired,2/5/2015,,,,,,,,,,,,,
"DMI Foam Bed Wedge Pillow, Acid Reflux PIllow, Leg Elevation Pillow, White, 12 x 24 x 24 inches",Health & Personal Care,4,2,3,N,Y,So Far So Good...,"I seem to be resting a good bit better. I have sleep apnea and acid reflux, and it does seem to help so far. Will add more comments after it`s been in use a longer period of time",2/4/2013,,,,,,,,,,,,,
Nickelodeon Kids' Night Light,Home Improvement,5,0,0,N,Y,Five Stars,My 3 year old loves it. Stays on. Does not get hot. Relatively well made. Five stars from me!,7/8/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
Honeywell C7189R1004 Wireless Air Indoor Sensor,Home Improvement,2,1,2,N,Y,Updated review: Sometimes setup is troublesome,"I ordered 4 of these for 2 thermostats, and the setup and install for the first two was a breeze. There are some limitations as to how the thermostat will use the thermostats temperature, but thats really a problem with the thermostat, not this product. However, for the other two I had problems. During setup, the unit kept giving me an orange light, when the manual only mentions either a green or red light. Even if I assumed that the orange light was supposed to mean &#34;red,&#34; that didn't make sense. Red indicates a dead battery, and I used several fresh sets of batteries. I never could get one unit to install. I contacted Honeywell support, and since this is supposed to be a contractor installed item, they will not help. If you do purchase this item, make sure you install it immediately. That way if it doesn't work, you can just return without having to deal with honeywell support. There are reports that these units might work initially, but fail/stop connecting to thermostat in a year or so, so that is still a concern you must deal with.",7/13/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
KOHLER Duostrainer Basket Strainer,Home Improvement,4,0,0,N,Y,Good Product,The local hardware stores do not carry this. Great replacement for original product.,8/4/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Kidde KN-COPP-B-LPM Battery-Operated Carbon Monoxide Alarm with Digital Display,Home Improvement,5,0,0,N,Y,Nice unit,I purchased this to use if/when I have to heat with emergency propane heaters. I have electric and would not need it until I use other heat.,10/27/2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Sloan C-100500-K Flushmate Flush Valve Cartridge Assembly,Home Improvement,5,0,0,N,Y,works great.,Easy to install and works as expected.,7/29/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
MLN-09VARIATION,Home Improvement,5,0,0,N,Y,Work as advertised,"I see there are people here who say theirs stay on all day, but mine do not. Mine only come on at dusk and seem to work as advertised. They are plenty light enough to do the job - the light isn't a soft yellow light though, it's a blueish white light. I got them to put around the house so when we come home to a dark house or go into a dark hall, we can at least see the way to the light switch and for that these work fine. After my first order I bought more and they also seem to work fine, so it wasn't just that I happened to get the only good pack out there. Now I can't speak of how long they last, since I just got them, but if they lasted a year I would be fine with it, they're cheap enough.",3/6/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Magcraft NSN0606 1/4-Inch Rare Earth Cube Magnets, 20-Count",Home Improvement,5,0,0,N,Y,Wow these are strong,"we use these on a magnetic whiteboard. Wow they are strong magnets, and look great in the process. Get them, noting will ever fall down.",5/8/2008,0,0,0,0,0,1,0,0,0,1,0,0,0
Moen Danbury Towel Ring,Home Improvement,5,0,0,N,Y,Perfect in our small-bathroom reno,Perfect in our small-bathroom reno. We used all ORB fixtures and this looks great! Easy and clear instructions for mounting; looks sharp!,4/12/2015,0,0,i,0,0,1,0,0,0,1,0,0,0
Mr. Beams MB722 Battery Powered Motion Sensing LED Stick Anywhere Night Light,Home Improvement,5,0,0,N,Y,"My second set, the first I got from Woot ...","My second set, the first I got from Woot so I knew what to expect. Very bright, and the batteries last a long<br />time. Got 6 months out of the ones I installed in our hallway, kitchen a little less longer.",8/17/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung OEM Original Part: DE94-02933A Microwave Oven Door Handle Assembly,Home Improvement,2,5,5,N,Y,Part Made Wrong,According to the seller this was the correct part number for my microwave bit appears to have been made incorrectly. The seller did great but the part was no value to me since it would not work.,8/13/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Feit Electric a19/bug/led 13-Watt Compact Fluorescent Mini Twist Bug,Home Improvement,5,0,0,N,Y,Five Stars,"Working good. Light has been on constantly for months, and doning its job",4/3/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Nuvo Gotham Chandelier,Home Improvement,3,0,0,N,Y,It's a light fixture,"I bought this fixture because it was supposed to have 3 lights.It doesn't.That's my complaint.I would not have bought it if I had known this.Also from and electrical code point of view,there is no marking on the wire to show which wire is the hot wire.The code requires that the tab in the inside of the socket be connected to the hot wire not to the shell.",2/27/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Wire Bell Pendant Lamp in Barn Roof Finish,Home Improvement,5,1,1,N,Y,Just what I envisioned.,"I was looking for rustic and different and this is it. The light was purchased to add overhead lighting to the teen den. They also love it. The antique look and design was a great compromise of style, taste and generation.",4/24/2015,0,0,0,0,0,1,0,0,0,1,0,0,0
Giani Countertop Paint Kit,Home Improvement,1,10,12,N,Y,UPDATED REVIEW,"Application: The painting process was easy and quick. It came out looking good, considering it is paint on granite. Obvious it's not real but for 80 dollars I certainly wouldn't complain.<br /><br />*UPDATE* The countertop is beginning to flake off. Not on edges or corners but whole pieces in the middle of the counter. We followed the directions carefully, so I guess this is what you get when you go with an unreasonably cheap countertop solution!",10/30/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"Rust-Oleum Satin Enamels Spray, 12-Ounce",Home Improvement,1,0,1,N,Y,One Star,It's one can @ the price of six. Print be fooled,8/27/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Omni CB3 Carbon Block Undersink Replacement Water Filter Cartridge,Home Improvement,5,0,1,N,Y,Best Filter Yet!!,"I have tried all kinds of filters for our drinking water line - we're on a well and the water is not the best right out of the well. With an iron filter, then this in-line filter, our drinking water is the best it's ever been. It tastes just like bottled water (maybe BETTER!!!!). It is well worth the money so don't let that keep you from buying it. You'll save more than the cost by not buying bottled water!!!",1/13/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"Techno Earth F30K 90-240V 120-Degree Beam Angle Landscape Outdoor Waterproof 30W LED Flood Light Lamp, Cool White",Home Improvement,4,6,8,N,Y,"basic & bright, good value, but no switch?","This largely met my expectations as a portable auxiliary light for workshop and garage; it casts a bright wide 'cone' of diffused light out to 15-20 feet. It has a cord with plug on it, but no switch? Maybe I should have paid more attention to the description or maybe another model has a switch, but I expect most lights with a finished plug would have a switch, and those with unfinished tails I would expect to get hardwired. Its a debatable 4 or 5 star point, just be sure you know what you are getting. Using the switch on a power strip is an easy work-around, so I'm otherwise happy with it after the first week.",6/21/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
LASCO S-521-1NL No Lead Hot Stem Fits Kohler 3511,Home Improvement,5,0,0,N,Y,Five Stars,"Good quality, good price on this moderately hard to find valve.",6/22/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Welcom MCX-S Magna Cart Personal 150 Lb Capacity Aluminum Folding Hand Truck,Home Improvement,4,0,0,N,Y,I received one for a gift and it is so ...,I received one for a gift and it is so handy for senior citizens that I ordered one for my friend's birthday.,5/6/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
Cree BA19-08027OMF-12DE26-2U100 60W Equivalent 2700K A19 LED Light Bulb,Home Improvement,5,0,0,N,Y,"Great bulbs, omnidirectional light, reliable.","Nice and bright, no warm up time like CFL bulbs. We've used these in the house, an open air porch, and the bathroom - exposed to high humidity and they've all been working well.<br /><br />The best part is that the bulb looks like a typical bulb when in a socket. The light shines in all directions - unlike our earlier LED bulbs that were very directional. Great bulbs, highly recommended.",5/30/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Whirlpool 37001142 Dryer Lint Filter,Home Improvement,4,2,2,N,Y,Clean filter regularly and save energy!,"I bought this to replace my lint filter that had a seal on it and the seal was coming up. Without the seal, it cause lint to get sucked into the venting system. This one didn't have a seal, but it seems to work much better than the old worn out lint trap. It is the replacement model for the one with a seal. I was hesitant that it would not work as well without the seal, but it is doing a much better job than my old worn out lint trap, so what more can I ask for???",10/16/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
JACKYLED DH1691L Carlon Wired Push-Button,Home Improvement,5,0,0,N,Y,Five Stars,Perfect!,12/22/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lg 4681EL1008A Dryer Motor Assembly for Kenmore Elite, Kenmore, Lg",Home Improvement,5,0,0,N,Y,Five Stars,"Fast shipping arrived before the estimated date.<br /><br />Item is as described and was a direct replacement, works well.",2/25/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"4"" Z-Vent 90-degree Elbow",Home Improvement,5,4,5,N,Y,My Takagi tankless water heater recommended this specific piping,"My Takagi tankless water heater recommended this specific piping. It's not particularly cheap, but this with the other recommended pieces (3 total) is really all I needed to properly vent my water heater.<br /><br />Do use this over what you'd find at Lowes/Home Depot. This is dual walled so it won't lava-melt your building.",4/20/2015,0,0,0,0,0,0,0,0,1,1,0,0,0
"Hafele 291.03.420 Retainers, Plastic, Offset, Clear (10)",Home Improvement,5,1,1,N,Y,No more rattling!,These are sturdy and easy to install. So relieved to replace the brittle plastic retainers that we inherited when we boought this house. The new retainers will keep our glass inserts sturdily in place for a long time!,8/13/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Aqua Plumb Y Washing Machine Mixer Hose,Home Improvement,5,2,2,N,N,No leaks!,Well it does what it is supposed to. Not much really to say about it other than that. No leaks!,7/7/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Softech - Natural Light Smart LED Lamp with Dimmable light (4 Lighting Modes, 5-Level Dimmer, Touch-Sensitive Control Panel, Auto Timer, USB Charging Port, Mobile Device Charger)",Home Improvement,5,0,0,N,Y,Excellent product and fast shipping!,Awesome product. Love it. Easy to install and use. Like it very much the fact it comes with iPhone charger. Very creative thinking!! All good. 5 stars.,11/23/2013,0,0,i,0,0,1,0,0,0,1,0,0,0
Ore International 6866G 3-Way Floor Lamp,Home Improvement,3,2,3,N,N,Someone returned this before,"My brother bought this lamp for me for Christmas and told me he paid 70 dollars for it. It was a beautiful lamp, but when I opened it there was scratched on the bottom,some of the metal parts were broken off and it was flimsy. the wires were taped together, also their was two light bulbs inside, this is how I knew that it had been in someone else's home.",12/31/2013,1,0,0,0,0,0,0,0,0,1,0,0,0
Certified Appliance 4-Wire Dryer Cord,Home Improvement,5,0,0,N,Y,Needed extra length,"We stacked our dryer on top of the washer, but the 6-ft cord was too short to reach the outlet that's close to the floor. Had to buy this one. Arrived right on time, installed easy, worked great, no problems at all in the two months we've had it.",7/21/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Park Madison Lighting PMO-972-20 1 Light Cast Aluminum Outdoor Wall Fixture with Clear Beveled Glass Panels and Bronze Finish, H=8 1/2"" W=4 3/4""",Home Improvement,5,0,0,N,Y,Five Stars,"Looks good, works well",10/7/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"MAXSA Car Butler Wood Hanger, Keep Jackets & Coats Sharp & Off the Floor. Installs on Removable Headrest Metal Supports, Real Wood & Metal, 20022",Home Improvement,5,0,0,N,Y,Five Stars,As expected perfect,11/5/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
XtremepowerUS 12.5' Extended Multi Fold Purpose Aluminum Ladder 300 lbs,Home Improvement,4,18,19,N,N,Worth buying,"I gave this as a gift for my future step dad. He is 70years old but doesn't let his age slow him down when it comes to fixing things himself. I was worried that he always uses a standard ladder without any one to hold it. But with this product I can feel safer knowing its more sturdy. After stating that I do not recommend buying it from toolprice.com on Amazon. If you were to visit there website and have any questions about the product don't bother calling them, they are not there at all, they don't even have bankers hours. So prepare to email them questions and wait a long time for a response.",5/22/2009,1,0,1,0,0,0,0,0,0,1,0,0,0
Master Lock Ball Keyed Entry Knobset with Keyed Alike Single Cylinder Deadbolt,Home Improvement,4,0,0,N,Y,"Good quality, Ez Install","Product came very fast and was packaged nicely, Instructions were informative, Also comes with adapters you dont need, but might need... I installed this and it took 10 minutes, at first i installed it the wrong way and the door wouldnt stay closed lol, but that was my own trial and error. Im happy with this door knob, decent priced, comes with 2 keys and it looks good. Thanks",6/6/2011,0,0,1,0,0,0,0,0,0,1,0,0,0
"Leviton 15 Amp, Slim Guide Light GFCI, SmartLockPro, Monochromatic, Back and Side Wired, Self-Grounding Clip, Tamper Resistant",Home Improvement,5,0,0,N,Y,Five Stars,Really like the nightlight feature.,1/23/2015,0,0,0,0,0,1,0,0,0,0,0,0,0
Rust-Oleum 2395000 Paint Striping Machine,Home Improvement,5,0,0,N,Y,Works great!,"Works great with the right kind of spray can. It did the job, and it was exactly what we needed.",2/24/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Control Products Intermediate FreezeAlarm Custom Temperature and Power Outage Alarm FA-I-CCA with voice message to up to 3 phone numbers / Quick Status Check,Home Improvement,5,0,0,N,Y,Five Stars,Love this thing!,5/23/2015,0,0,0,0,0,1,0,0,0,0,0,0,0
Houzer 1515-6BS-1 Hospitality Series Topmount Stainless Steel 2-Holes Bar/Prep Sink,Home Improvement,5,0,0,N,Y,Five Stars,good quality,7/8/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Cord Grommet 1-1/2 (5 Pack) 11037bk by Bainbridge,Home Improvement,3,5,5,N,Y,Loose fit,"The product is just as described. I will saw that it fits loosely into a hole created with a 1-1/2\\"" hole saw. I just put a layer or two of electrical tape around the insert and it snugged up.",3/4/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
General Electric MWF Refrigerator Water Filter,Home Improvement,4,0,0,N,Y,Was just what I needed..thanks,Family member said he can taste the difference in the water after I changed the filter. Was just what I needed..thanks,3/3/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
Honeywell THM6000R1002 Red Link Enabled Internet Gateway,Home Improvement,5,0,0,N,Y,Does the job,works as designed. Provides internal intranet for professional (prestige) line of Honeywell devices. Set was fast and easy by logging into Honeywell home connect website.,8/31/2014,0,0,i,0,0,0,0,0,0,1,0,0,0
"Krylon K03150 Glowz Glow-in-the-Dark Paint, Green, 6 ounce",Home Improvement,3,0,0,N,Y,Three Stars,Thanks,8/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulcrum 6 LED Motion Sensor Weatherproof Light,Home Improvement,5,0,0,N,Y,Get creative,Great tool for my outdoor shed. provides enough light for the whole shed and I can find my garden tools easily. Very easy to install,12/13/2013,0,0,i,0,0,1,0,0,0,1,0,0,0
"Moen DN6822BN Sage 24-Inch Bathroom Double Towel Bar, Brushed Nickel",Home Improvement,5,0,1,N,Y,Dave. from Michiga,Very nice towel bar. Looks great and the quality is there. Will buy more. Really love the brushed metal and we need more....,12/18/2013,0,0,0,0,0,1,0,0,0,1,0,0,0
"Halo HU1024D830P LED Under Cabinet Light, 24"" LED Under Cabinet Fixture, Dimmable, 3000K - White",Home Improvement,5,8,8,N,Y,Bright as the sun.,"This was very easy to install, only 2 screws. The LED lights are very bright and outshine my other under cabinet lights. I am thinking of replacing them with the Halo.<br />This is by far the best under cabinet light that I have seen. Now I am thinking of all the other places that I might use it. Not as cheap as some but worth every cent and then some.",6/26/2015,0,0,i,0,0,0,0,0,0,1,0,0,0
Hamilton Beach 04230G True Air Replacement Filter,Home Improvement,5,2,3,N,Y,What a Great Company!!,"We ordered this 3-pack of Replacement Filters, and promptly received the package in our mailbox. Imagine our surprise when a nice letter explained that the 3-packs were out of stock, and rather than delay our shipment, we were being sent the 5-pack at no extra charge. VERY good service - not so common these days.",12/19/2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Danze Melrose Single-Handle Kitchen Faucet with Classic Pull-Out Spout,Home Improvement,4,0,0,N,Y,Nice faucet,This faucet is nice. It has a low profile that I was looking for. It has good pressure for both the spray and the regular flow. There are a few minor things. 1. The spray handle doesn't always fit snuggly back into the housing after being pulled out and 2. it drips a little right after using so I try to remember to wipe the nozzle to stop it from dripping down the handle to the granite. We did not use the plate; installed directly on top of granite for a really clean look.,7/8/2013,0,0,i,0,0,1,0,0,0,1,0,0,0
